web-scraper-order,web-scraper-start-url,details,prix,address,image_lien,image_lien-href
"1708633484-869","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8975-terrain-de-50-ha-vendre-sur-pointe-sarne-mbour.html"
"1708633484-870","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8973-terrain-de-1-ha-vendre-sur-malicounda-mbour.html"
"1708633484-871","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8967-terrain-8ha-80000m-tf-individuel-9000frcs-m-ngukhokh.html"
"1708633484-872","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8951-diass.html"
"1708633484-873","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8922-terrain-de-1207m2-vendre.html"
"1708633484-874","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8924-terrain-de-150m2-vendre-bambilor.html"
"1708633484-875","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8899-terrain-a-vendre.html"
"1708633484-876","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8905-terrain-de-1500-m-vendre-sur-la-somone-mbour.html"
"1708633484-877","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8906-terrain-de-1000-m-vendre-sur-ngaparou-mbour.html"
"1708633484-878","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8907-terrain-de-1200-m-vendre-sur-ngaparou-mbour.html"
"1708633484-879","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8787-des-terrains-et-maisons-vendre.html"
"1708633484-880","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8764-vente-terrain-17000m2-parcelle-assainies.html"
"1708633484-881","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8765-vente-terrains-265-m2-mermoz.html"
"1708633484-882","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8768-vente-terrains-200m2-cit-cheikh-amar.html"
"1708633484-883","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8769-vente-terrains-2300-m2-vdn.html"
"1708633484-884","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8667-vente-terrain-255m-rufisque-trs-proche-du-page.html"
"1708633484-885","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8666-vente-terrain-10000m-commune-de-diass.html"
"1708633484-886","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8609-vente-terrains-1066m2-fann-residence.html"
"1708633484-887","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8577-terrain-a-vendre.html"
"1708633484-888","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8570-terrain-de-150-m2-a-vendre-a-diamniadio-extension.html"
"1708633484-889","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8571-terrains-vendre-sbikhotane.html"
"1708633484-890","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8564-vente-terrain-432m2-dakar-plateau.html"
"1708633484-891","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8563-vente-terrains-3481m2-dakar-plateau.html"
"1708633484-892","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8542-terrain-212m2-a-vendre.html"
"1708633484-893","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8537-terrain-vendre-diamniadio-dougar.html"
"1708633484-894","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8534-terrain-225m-diass.html"
"1708633484-895","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8514-promo-terrain-vendre.html"
"1708633484-896","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8512-vente.html"
"1708633484-897","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8510-terrain-de-1-hectare-vendre-sur-warang-mbour.html"
"1708633484-898","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8509-terrains-vendre-ngukhokh.html"
"1708633484-899","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=37","","","","","https://www.dakarvente.com/annonce-8493-vente-de-terrains.html"
"1708633515-900","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","9 000 000 FCFA
                        6 terrains de 225m² à vendre
                        Sébikotane
                      

                      
                        
                          
						  


 
    777240905
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-901","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","750 000 FCFA
                        Vente terrains 2300 m2 - VDN
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-902","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","165 000 000 FCFA
                        Vente terrains 265 m2 - Mermoz
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-903","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","75 000 000 FCFA
                        Vente terrains 200m2 - Cité cheikh amar
                        Guédiawaye
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-904","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","120 000 FCFA
                        Vente Terrain 17000 m² - Parcelles Assainies
                        Parcelles assainies
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-905","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","900 000 FCFA
                        Vente terrains 1500m2 - Mermoz
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-906","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","60 000 000 FCFA
                        Vente terrains 150 m2 - Sicap foire
                        Sicap Foire
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-907","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","55 000 000 FCFA
                        Vente terrains 150 m2 - Cite des magistrats
                        Ouakam
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-908","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","20 000 FCFA
                        Vente Terrains 9000 m2 - Bambilor
                        Diamniadio
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-909","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","1 500 000 FCFA
                        Vente terrain 1000m2 - Ngor
                        Almadies
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-910","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","900 000 FCFA
                        Vente terrains 2000m2 - Almadie
                        Almadies
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-911","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","1 100 000 FCFA
                        Vente terrains - Dakar Plateau
                        Plateau
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-912","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","4 500 000 FCFA
                        Terrains TF à Diamniadio
                        Diamniadio
                      

                      
                        
                          
						  


 
    777240905
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-913","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","3 500 000 FCFA
                        Terrain à vendre 
                        Diamniadio
                      

                      
                        
                          
						  


 
    777038825
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-914","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","95 000 000 FCFA
                        Vente terrain 300 m² - Almadies
                        Almadies
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-915","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","1 200 000 FCFA
                        Vente terrains 195 m2 - Mermoz
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-916","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","4 000 000 FCFA
                        Vente Terrains 150 m2 - Dakar
                        Lac rose
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-917","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","1 700 000 FCFA
                        Vente Terrains 225m² - Diass
                        Diamniadio
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-918","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","800 000 FCFA
                        Vente terrain 700 m² - Almadies
                        Almadies
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-919","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","1 100 000 FCFA
                        Vente terrain 3481 m² - Dakar Plateau
                        Plateau
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-920","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","5 000 000 FCFA
                        Terrains à vendre à Sendou
                        Rufisque
                      

                      
                        
                          
						  


 
    777240905
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-921","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","11 000 000 FCFA
                        Un hectare à bazarder à Toglou
                        Sébikotane
                      

                      
                        
                          
						  


 
    777240905
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-922","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","160 000 000 FCFA
                        Terrain de 1400 m² à vendre sur Saly
                        Saly
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-923","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","15 000 000 FCFA
                        Terrain de 300 m² à vendre sur Saly Golf
                        Saly
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-924","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","50 000 000 FCFA
                        Vente terrain 205 m² - Ouest Foire
                        Ouest Foire
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-925","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","300 000 000 FCFA
                        Vente terrain 716 m² - Mermoz Sacré-Coeur
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-926","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","150 000 000 FCFA
                        Vente villas 2952m² - Amitie
                        Amitié
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-927","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","155 000 000 FCFA
                        Vente ranch 2 ha - Toubab Dialao
                        Diamniadio
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-928","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","Des terrains de 225 m2 a Diass derrière le lycée
                        Amitié
                      

                      
                        
                          
						  


 
    773778145
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-929","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","15 000 000 FCFA
                        Terrain tf position commerciale 150'm2 VDN3
                        VDN
                      

                      
                        
                          
						  


 
    776696579
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-930","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","6 000 000 FCFA
                        Popenguine Thioupame 3
                        Mbour
                      

                      
                        
                          
						  


 
    779837798
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-931","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","5 250 000 FCFA
                        TERRAIN DE 300M2 A VENDRE A YENE
                        Dakar
                      

                      
                        
                          
						  


 
    779099387
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-932","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","7 500 000 FCFA
                        Terrain 300 m2 Saly diaksaw
                        Saly
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-933","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","20 000 FCFA
                        Terrain à vendre à Nguekokh
                        Mbour
                      

                      
                        
                          
						  


 
    779837798
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-934","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","5 000 000 FCFA
                        Terrain à vendre à Guéréo
                        Mbour
                      

                      
                        
                          
						  


 
    779837798
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-935","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","14 000 000 FCFA
                        Terrain à thies
                        Thiès
                      

                      
                        
                          
						  


 
    784321593
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-936","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","1 800 000 FCFA
                        Terrains a vendre 
                        Thiès
                      

                      
                        
                          
						  


 
    773048420
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-937","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","11 000 000 FCFA
                        Terrain 300 m2 somone
                        Somone
                      

                      
                        
                          
						  


 
    776360467
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-938","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","7 000 000 FCFA
                        Vente de terrain à Saly (Mbour) 
                        Saly
                      

                      
                        
                          
						  


 
    771133328
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-939","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","30 000 FCFA
                        Vente 3ha terrain a Keur Massar
                        Keur Massar
                      

                      
                        
                          
						  


 
    782718278
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-940","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","1 FCFA
                        Terrain de 1200 m² à vendre sur Malincounda, Mbour
                        Mbour
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-941","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","4 500 000 FCFA
                        Terrains de 300 m² à vendre sur Malincounda
                        Mbour
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","","",""
"1708633515-942","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","9 000 000 FCFA","","",""
"1708633515-943","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","750 000 FCFA","","",""
"1708633515-944","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","165 000 000 FCFA","","",""
"1708633515-945","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","75 000 000 FCFA","","",""
"1708633515-946","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","120 000 FCFA","","",""
"1708633515-947","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","900 000 FCFA","","",""
"1708633515-948","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","60 000 000 FCFA","","",""
"1708633515-949","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","55 000 000 FCFA","","",""
"1708633515-950","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","20 000 FCFA","","",""
"1708633515-951","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","1 500 000 FCFA","","",""
"1708633515-952","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","900 000 FCFA","","",""
"1708633515-953","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","1 100 000 FCFA","","",""
"1708633515-954","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","4 500 000 FCFA","","",""
"1708633515-955","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","3 500 000 FCFA","","",""
"1708633515-956","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","95 000 000 FCFA","","",""
"1708633515-957","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","1 200 000 FCFA","","",""
"1708633515-958","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","4 000 000 FCFA","","",""
"1708633515-959","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","1 700 000 FCFA","","",""
"1708633515-960","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","800 000 FCFA","","",""
"1708633515-961","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","1 100 000 FCFA","","",""
"1708633515-962","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","5 000 000 FCFA","","",""
"1708633515-963","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","11 000 000 FCFA","","",""
"1708633515-964","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","160 000 000 FCFA","","",""
"1708633515-965","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","15 000 000 FCFA","","",""
"1708633515-966","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","50 000 000 FCFA","","",""
"1708633515-967","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","300 000 000 FCFA","","",""
"1708633515-968","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","150 000 000 FCFA","","",""
"1708633515-969","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","155 000 000 FCFA","","",""
"1708633515-970","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","",""
"1708633515-971","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","15 000 000 FCFA","","",""
"1708633515-972","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","6 000 000 FCFA","","",""
"1708633515-973","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","5 250 000 FCFA","","",""
"1708633515-974","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","7 500 000 FCFA","","",""
"1708633515-975","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","20 000 FCFA","","",""
"1708633515-976","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","5 000 000 FCFA","","",""
"1708633515-977","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","14 000 000 FCFA","","",""
"1708633515-978","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","1 800 000 FCFA","","",""
"1708633515-979","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","11 000 000 FCFA","","",""
"1708633515-980","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","7 000 000 FCFA","","",""
"1708633515-981","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","30 000 FCFA","","",""
"1708633515-982","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","1 FCFA","","",""
"1708633515-983","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","4 500 000 FCFA","","",""
"1708633515-984","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","TERRAINS À VENDRE","",""
"1708633515-985","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9678-6-terrains-de-225m-vendre.html"
"1708633515-986","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9669-vente-terrains-2300-m2-vdn.html"
"1708633515-987","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9667-vente-terrains-265-m2-mermoz.html"
"1708633515-988","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9668-vente-terrains-200m2-cit-cheikh-amar.html"
"1708633515-989","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9664-vente-terrain-17000-m-parcelles-assainies.html"
"1708633515-990","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9663-vente-terrains-1500m2-mermoz.html"
"1708633515-991","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9661-vente-terrains-150-m2-sicap-foire.html"
"1708633515-992","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9660-vente-terrains-150-m2-cite-des-magistrats.html"
"1708633515-993","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9657-vente-terrains-9000-m2-bambilor.html"
"1708633515-994","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9656-vente-terrain-1000m2-ngor.html"
"1708633515-995","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9655-vente-terrains-2000m2-almadie.html"
"1708633515-996","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9651-vente-terrains-dakar-plateau.html"
"1708633515-997","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9553-terrains-tf-diamniadio.html"
"1708633515-998","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9542-terrain-vendre.html"
"1708633515-999","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9407-vente-terrain-300-m-almadies.html"
"1708633515-1000","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9408-vente-terrains-195-m2-mermoz.html"
"1708633515-1001","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9416-vente-terrains-150-m2-dakar.html"
"1708633515-1002","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9430-vente-terrains-225m-diass.html"
"1708633515-1003","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9428-vente-terrain-700-m-almadies.html"
"1708633515-1004","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9442-vente-terrain-3481-m-dakar-plateau.html"
"1708633515-1005","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9394-terrains-vendre-sendou.html"
"1708633515-1006","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9368-un-hectare-bazarder-toglou.html"
"1708633515-1007","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9355-terrain-de-1400-m-vendre-sur-saly.html"
"1708633515-1008","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9357-terrain-de-300-m-vendre-sur-saly-golf.html"
"1708633515-1009","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9366-vente-terrain-205-m-ouest-foire.html"
"1708633515-1010","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9373-vente-terrain-716-m-mermoz-sacr-coeur.html"
"1708633515-1011","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9370-vente-villas-2952m-amitie.html"
"1708633515-1012","https://dakarvente.com/index.php?page=annonces_categorie&id=13&sort=&nb=36","","","","","https://www.dakarvente.com/annonce-9371-vente-ranch-2-ha-toubab-dialao.html"
