web-scraper-order,web-scraper-start-url,detail,prix,address,image_liens
"1708631936-805","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","250 000 FCFA
                        DES MAGNIFIQUES STUDIOS A CITE BATRAIN
                        Dakar
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-806","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","200 000 FCFA
                        DES MINI STUDIOS A LOUER A BATRAIN
                        Mermoz
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-807","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","500 000 FCFA
                        APPARTEMENT A LOUER A SACRE COEUR 3
                        Sacré Coeur
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-808","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","850 000 FCFA
                        Location d'un appartement au point E
                        Point E
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-809","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","85 000 FCFA
                        Studio non meublé en location sur Saly carrefour
                        Saly
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-810","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","45 000 FCFA
                        Chambre, salle de bain sur saly carrefour
                        Saly
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-811","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","120 000 FCFA
                        Appart de 2 chambres à louer sur Saly Carrefour
                        Saly
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-812","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","200 000 FCFA
                        Appart de 3 chambres à louer sur Saly
                        Saly
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-813","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","125 000 FCFA
                        Studio séparé  aux Maristes
                        Hann Maristes
                      

                      
                        
                          
						  


 
    704959073
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-814","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","80 000 FCFA
                        Magasin à louer
                        Liberté 6
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-815","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","300 000 FCFA
                        Appartement à louer
                        Fass
                      

                      
                        
                          
						  


 
    784372689
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-816","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","350 000 FCFA
                        Appartement à louer
                        Ouakam
                      

                      
                        
                          
						  


 
    784372689
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-817","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","900 000 FCFA
                        Appartement à louer
                        Sacré Coeur
                      

                      
                        
                          
						  


 
    784372689
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-818","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","350 000 FCFA
                        Appartement à louer
                        Médina
                      

                      
                        
                          
						  


 
    784372689
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-819","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","60 FCFA
                        rechrerche une co-location
                        Dakar
                      

                      
                        
                          
						  


 
    774525729","","",""
"1708631936-820","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","350 000 FCFA
                        Appartement meuble à louer au Bourguiba
                        Point E
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-821","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","250 000 FCFA
                        appartement à louer à cité Damel
                        Dakar
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-822","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","250 000 FCFA
                        Joli appartement à louer à la cité Biagui
                        Biagui
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-823","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","250 000 FCFA
                        DES APPARTEMENTS NEUFS A LOUER A CITE DAMEL
                        Dakar
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-824","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","375 000 FCFA
                        Appartement à louer au virage
                        Ngor
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-825","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","250 000 FCFA
                        Location F3 cité keur gorgui
                        Cité Keur Gorgui
                      

                      
                        
                          
						  


 
    776441660
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-826","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","300 000 FCFA
                        Appartement luxueux à louer à Mermoz
                        Mermoz
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-827","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","130 000 FCFA
                        Studios
                        Ouakam
                      

                      
                        
                          
						  


 
    777058383
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-828","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","100 000 FCFA
                        APPARTEMENT A LOUER A KEUR MASSAR CITE DES AMBASSADES
                        Keur Massar
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-829","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","500 000 FCFA
                        Appartement à louer
                        Sacré Coeur
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-830","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","100 000 FCFA
                        APPARTEMENT A LOUER A KEUR MASSAR CITE DES AMBASSADES
                        Keur Massar
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-831","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","250 000 FCFA
                        APPARTEMENT A LOUER A SACRE COEUR 3
                        Sacré Coeur
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-832","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","175 000 FCFA
                        Studio à louer à gueule tapée
                        Gueule tapée
                      

                      
                        
                          
						  


 
    7843282800
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-833","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","500 000 FCFA
                        APPARTEMENT SANS MEUBLE A LOUER
                        Sacré Coeur
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-834","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","300 000 FCFA
                        APPARTEMENTS NEUFS EN FINITION A LOUER
                        Sacré Coeur
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-835","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","160 000 FCFA
                        Appartement à louer 2 chambres salon
                        Nord Foire
                      

                      
                        
                          
						  


 
    7843282800
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-836","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","300 000 FCFA
                        Appartement à louer
                        Liberté 6
                      

                      
                        
                          
						  


 
    778287788
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-837","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","Appartement à louer à Thiès
                        Thiès
                      

                      
                        
                          
						  


 
    768770920
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-838","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","1 000 FCFA
                        Vente et location de terrains à Thiès
                        Thiès
                      

                      
                        
                          
						  


 
    768770920
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-839","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","60 000 FCFA
                        Appartement à louer à liberté6 extension 
                        Liberté 6
                      

                      
                        
                          
						  


 
    778287788
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-840","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","100 000 FCFA
                        APPARTEMENT A LOUER A KEUR MASSAR
                        Keur Massar
                      

                      
                        
                          
						  


 
    777926146
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631936-841","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","200 000 FCFA","",""
"1708631936-842","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","400 000 FCFA","",""
"1708631936-843","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","200 000 FCFA","",""
"1708631936-844","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","290 000 FCFA","",""
"1708631936-845","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-846","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","300 000 FCFA","",""
"1708631936-847","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","250 000 FCFA","",""
"1708631936-848","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","200 000 FCFA","",""
"1708631936-849","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","500 000 FCFA","",""
"1708631936-850","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","850 000 FCFA","",""
"1708631936-851","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","85 000 FCFA","",""
"1708631936-852","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","45 000 FCFA","",""
"1708631936-853","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","120 000 FCFA","",""
"1708631936-854","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","200 000 FCFA","",""
"1708631936-855","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","125 000 FCFA","",""
"1708631936-856","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","80 000 FCFA","",""
"1708631936-857","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","300 000 FCFA","",""
"1708631936-858","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","350 000 FCFA","",""
"1708631936-859","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","900 000 FCFA","",""
"1708631936-860","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","350 000 FCFA","",""
"1708631936-861","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","60 FCFA","",""
"1708631936-862","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","350 000 FCFA","",""
"1708631936-863","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","250 000 FCFA","",""
"1708631936-864","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","250 000 FCFA","",""
"1708631936-865","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","250 000 FCFA","",""
"1708631936-866","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","375 000 FCFA","",""
"1708631936-867","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","250 000 FCFA","",""
"1708631936-868","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","300 000 FCFA","",""
"1708631936-869","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","130 000 FCFA","",""
"1708631936-870","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","100 000 FCFA","",""
"1708631936-871","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","500 000 FCFA","",""
"1708631936-872","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","100 000 FCFA","",""
"1708631936-873","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","250 000 FCFA","",""
"1708631936-874","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","175 000 FCFA","",""
"1708631936-875","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","500 000 FCFA","",""
"1708631936-876","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","300 000 FCFA","",""
"1708631936-877","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","160 000 FCFA","",""
"1708631936-878","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","300 000 FCFA","",""
"1708631936-879","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-880","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","1 000 FCFA","",""
"1708631936-881","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","60 000 FCFA","",""
"1708631936-882","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","100 000 FCFA","",""
"1708631936-883","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","APPARTEMENTS À LOUER",""
"1708631936-884","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-885","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-886","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-887","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-888","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-889","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-890","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-891","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-892","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-893","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-894","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-895","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-896","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-897","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-898","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-899","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-900","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-901","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-902","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-903","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-904","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-905","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-906","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-907","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-908","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-909","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-910","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-911","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-912","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-913","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-914","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-915","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-916","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-917","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-918","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-919","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-920","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-921","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-922","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-923","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-924","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631936-925","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=20","","","",""
"1708631944-926","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","150 000 FCFA
                        Appartement à louer sur Saly
                        Saly
                      

                      
                        
                          
						  


 
    785822727
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-927","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","150 000 FCFA
                        Appartements à louer
                        Mbao
                      

                      
                        
                          
						  


 
    774980389
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-928","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","1 000 000 FCFA
                        Appartement de 5 pièces à louer à Amitié
                        Amitié
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-929","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","350 000 FCFA
                        Appartement 3 pièces à louer à Liberté 6
                        Liberté 6
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-930","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","375 000 FCFA
                        Location appartement 4 pièces à Ouakam
                        Ouakam
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-931","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","375 000 FCFA
                        Location appartement 3 pièces à la Cité Biagui
                        Biagui
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-932","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","450 000 FCFA
                        Location appartement 5 pièces aux HLM Cité Douane
                        Point E
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-933","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","350 000 FCFA
                        Location appartement 4 pièces aux HLM Cité Douane
                        HLM
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-934","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","600 000 FCFA
                        Location appartement 4 pèces aux Almadies
                        Almadies
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-935","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","650 000 FCFA
                        Location appartement 4 pièces à l'avenue Cheikh Anta Diop
                        Point E
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-936","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","350 000 FCFA
                        Location appartement 3 pièces au Cité BIAGUI
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-937","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","275 000 FCFA
                        Location appartement 3 pièces à la Cité BIAGUI
                        Biagui
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-938","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","250 000 FCFA
                        Location studio 2 pièces à la Cité BIAGUI
                        Biagui
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-939","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","350 000 FCFA
                        APPARTEMENT 2CHAMBRES A LA CITE BIAGUI
                        Biagui
                      

                      
                        
                          
						  


 
    771362279
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-940","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","200 000 FCFA
                        Studio à louer à Yoff APIX
                        Yoff
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-941","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","200 000 FCFA
                        Appartement meublé haut standing à louer à Sicap Karack
                        Sacré Coeur
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-942","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","300 000 FCFA
                        Appartement à louer à Yoff
                        Yoff
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-943","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","400 000 FCFA
                        Appartement non meublé 
                        Liberté 6
                      

                      
                        
                          
						  


 
    774778269
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-944","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","500 000 FCFA
                        Appartement à louer au Point E
                        Point E
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-945","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","350 000 FCFA
                        Appartement à louer à la cité Keur Gorgui
                        Cité Keur Gorgui
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-946","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","600 000 FCFA
                        Appartement à louer à la cité Keur Gorgui
                        Cité Keur Gorgui
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-947","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","400 000 FCFA
                        Appartement à louer à Mermoz
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-948","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","600 000 FCFA
                        Appartement à louer au Point E
                        Point E
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-949","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","325 000 FCFA
                        Appartement à louer à Sacré Cœur
                        Sacré Coeur
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-950","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","180 000 FCFA
                        Appartements aux maristes
                        Hann Maristes
                      

                      
                        
                          
						  


 
    765804020
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-951","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","APPARTEMENTS ET STUDIOS À LOUER À MAMELLES
                        Mamelles
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-952","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","250 000 FCFA
                        Appartement à louer à Nord Foire
                        Nord Foire
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-953","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","500 000 FCFA
                        Appartement à louer à la Cité Keur Gorgui
                        Cité Keur Gorgui
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-954","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","450 000 FCFA
                        Appartement à louer à Mermoz Sotract
                        Mermoz
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
"1708631944-955","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=19","900 000 FCFA
                        Appartement de grand standing à louer au Point E
                        Point E
                      

                      
                        
                          
						  


 
    776514242
	
	
	
	

  
  Whatsapp
  	
	
	
    Whatsapp","","",""
